s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_075,TC_076,TC_077,TC_078,TC_079,TC_080,TC_081,TC_082,TC_083,TC_084,TC_085,TC_086,TC_087,TC_088,TC_089,TC_090,TC_091,TC_092,TC_093,TC_094,TC_095,TC_096,TC_097,TC_098,TC_099,TC_100,TC_101,TC_102,TC_103,TC_104,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 3.900E+002, 4.959E+001, 3.875E+001, 2.455E+001, 2.171E+001, 2.057E+001, 2.005E+001, 1.998E+001, 1.997E+001, 2.006E+001, 2.380E+001, 4.502E+001, 5.756E+001, 4.657E+001, 2.865E+001, 2.118E+001, 1.979E+001, 1.932E+001, 1.928E+001, 1.923E+001, 1.903E+001, 2.353E+001, 4.495E+001, 5.240E+001, 4.298E+001, 2.533E+001, 2.145E+001, 2.052E+001, 2.006E+001, 1.982E+001, 1.942E+001, 1.921E+001, 5.428E+001, 1.642E+002, 1.406E+002, 1.291E+002, 1.231E+002, 1.294E+002, 1.421E+002, 1.609E+002, 1.721E+002, 1.982E+002, 2.270E+002, 6.868E+001, 6.824E+001, 6.920E+001, 7.001E+001, 7.144E+001, 7.260E+001, 7.655E+001, 6.759E+001, 6.489E+001, 6.438E+001, 6.130E+001, 9.811E+001, 8.869E+001, 7.186E+001, 6.029E+001, 1.005E+002, 6.219E+001, 7.119E+001, 6.212E+001, 6.169E+001, 9.495E+001, 9.969E+001, 7.136E+001, 6.776E+001, 6.470E+001, 5.848E+001, 6.384E+001, 6.842E+001, 6.139E+001, 7.632E+001, 8.685E+001, 6.243E+001, 8.067E+001, 1.245E+002, 6.819E+001, 9.013E+001, 9.472E+001, 7.332E+001, 7.774E+001, 6.414E+001, 4.978E+001, 6.613E+001, 7.643E+001, 7.983E+001, 7.308E+001, 6.437E+001, 5.708E+001, 5.247E+001, 5.684E+001, 6.096E+001, 6.464E+001, 5.428E+001, 5.635E+001, 5.330E+001, 4.926E+001, 2.056E-001, 6.149E-004, 7.247E-007, 1.960E-001, 4.482E-003, 1.286E-005, 5.000E+000
 4.000E+002, 5.024E+001, 3.798E+001, 2.431E+001, 2.172E+001, 2.025E+001, 1.996E+001, 1.985E+001, 1.978E+001, 1.983E+001, 2.393E+001, 4.589E+001, 6.009E+001, 4.911E+001, 2.754E+001, 2.032E+001, 1.941E+001, 1.910E+001, 1.904E+001, 1.900E+001, 1.897E+001, 2.365E+001, 4.463E+001, 4.874E+001, 3.861E+001, 2.404E+001, 2.142E+001, 2.090E+001, 2.017E+001, 1.985E+001, 1.944E+001, 1.903E+001, 5.450E+001, 1.811E+002, 1.723E+002, 1.660E+002, 1.712E+002, 1.871E+002, 2.099E+002, 2.346E+002, 2.493E+002, 2.820E+002, 3.193E+002, 6.957E+001, 6.931E+001, 7.022E+001, 7.164E+001, 7.352E+001, 7.446E+001, 7.712E+001, 6.708E+001, 6.643E+001, 6.351E+001, 6.287E+001, 9.913E+001, 8.867E+001, 7.127E+001, 6.183E+001, 1.106E+002, 6.229E+001, 6.897E+001, 6.290E+001, 6.307E+001, 9.415E+001, 1.104E+002, 6.869E+001, 6.614E+001, 6.409E+001, 5.795E+001, 6.363E+001, 6.917E+001, 6.272E+001, 7.586E+001, 9.532E+001, 6.800E+001, 8.675E+001, 1.206E+002, 6.600E+001, 9.921E+001, 9.789E+001, 8.060E+001, 7.753E+001, 6.125E+001, 5.117E+001, 7.341E+001, 8.388E+001, 8.668E+001, 7.298E+001, 6.503E+001, 5.450E+001, 5.145E+001, 6.177E+001, 6.541E+001, 6.689E+001, 5.793E+001, 5.460E+001, 5.098E+001, 4.691E+001, 2.060E-001, 5.451E-004, 5.046E-007, 1.935E-001, 5.500E-003, 1.605E-005, 5.000E+000
 4.100E+002, 5.316E+001, 4.229E+001, 2.497E+001, 2.065E+001, 1.970E+001, 1.959E+001, 1.958E+001, 1.946E+001, 1.945E+001, 2.405E+001, 4.414E+001, 5.355E+001, 4.282E+001, 2.880E+001, 2.105E+001, 1.932E+001, 1.903E+001, 1.896E+001, 1.889E+001, 1.878E+001, 2.378E+001, 4.484E+001, 5.453E+001, 4.343E+001, 2.464E+001, 2.098E+001, 2.023E+001, 1.968E+001, 1.925E+001, 1.885E+001, 1.875E+001, 5.469E+001, 1.665E+002, 1.511E+002, 1.411E+002, 1.336E+002, 1.382E+002, 1.443E+002, 1.551E+002, 1.646E+002, 1.869E+002, 2.128E+002, 6.890E+001, 6.887E+001, 7.099E+001, 7.238E+001, 7.502E+001, 7.588E+001, 7.676E+001, 5.765E+001, 6.599E+001, 6.512E+001, 5.933E+001, 7.829E+001, 8.239E+001, 6.722E+001, 6.006E+001, 8.414E+001, 5.475E+001, 6.486E+001, 5.766E+001, 6.023E+001, 7.703E+001, 1.003E+002, 6.796E+001, 6.043E+001, 6.518E+001, 4.947E+001, 5.579E+001, 5.712E+001, 5.358E+001, 6.507E+001, 7.782E+001, 7.102E+001, 8.386E+001, 8.704E+001, 6.969E+001, 9.419E+001, 1.181E+002, 9.580E+001, 8.567E+001, 6.187E+001, 5.271E+001, 7.208E+001, 8.198E+001, 9.721E+001, 9.481E+001, 7.850E+001, 6.580E+001, 5.462E+001, 6.150E+001, 6.343E+001, 7.293E+001, 7.115E+001, 6.293E+001, 5.333E+001, 5.162E+001, 2.069E-001, 4.288E-004, 1.364E-007, 1.932E-001, 5.387E-003, 1.570E-005, 5.000E+000
 4.200E+002, 5.019E+001, 4.280E+001, 2.670E+001, 2.151E+001, 1.956E+001, 1.938E+001, 1.929E+001, 1.915E+001, 1.920E+001, 2.416E+001, 4.248E+001, 4.895E+001, 3.770E+001, 2.304E+001, 1.987E+001, 1.922E+001, 1.905E+001, 1.894E+001, 1.880E+001, 1.868E+001, 2.391E+001, 4.260E+001, 4.843E+001, 3.966E+001, 2.334E+001, 2.009E+001, 1.938E+001, 1.894E+001, 1.878E+001, 1.869E+001, 1.872E+001, 5.485E+001, 1.513E+002, 1.256E+002, 1.140E+002, 1.079E+002, 1.112E+002, 1.185E+002, 1.333E+002, 1.406E+002, 1.558E+002, 1.741E+002, 5.921E+001, 5.852E+001, 5.916E+001, 5.997E+001, 6.179E+001, 6.283E+001, 6.441E+001, 5.901E+001, 5.797E+001, 5.737E+001, 5.258E+001, 6.917E+001, 6.655E+001, 5.956E+001, 5.299E+001, 7.238E+001, 4.648E+001, 6.078E+001, 5.736E+001, 5.685E+001, 6.823E+001, 8.804E+001, 6.485E+001, 6.019E+001, 5.502E+001, 5.057E+001, 6.048E+001, 5.438E+001, 5.644E+001, 7.109E+001, 7.157E+001, 6.451E+001, 8.113E+001, 8.047E+001, 7.050E+001, 8.244E+001, 1.098E+002, 9.665E+001, 8.487E+001, 7.268E+001, 6.173E+001, 6.785E+001, 7.765E+001, 8.671E+001, 8.652E+001, 7.904E+001, 7.174E+001, 6.250E+001, 5.805E+001, 5.838E+001, 5.562E+001, 6.143E+001, 6.504E+001, 6.004E+001, 5.535E+001, 2.069E-001, 4.032E-004, 5.612E-008, 1.934E-001, 5.228E-003, 1.520E-005, 5.000E+000
 4.300E+002, 5.152E+001, 3.914E+001, 2.485E+001, 2.101E+001, 1.979E+001, 1.939E+001, 1.926E+001, 1.906E+001, 1.906E+001, 2.427E+001, 4.326E+001, 4.960E+001, 3.825E+001, 2.303E+001, 1.919E+001, 1.882E+001, 1.877E+001, 1.871E+001, 1.869E+001, 1.874E+001, 2.403E+001, 4.248E+001, 4.915E+001, 3.921E+001, 2.259E+001, 1.961E+001, 1.892E+001, 1.872E+001, 1.867E+001, 1.863E+001, 1.867E+001, 5.500E+001, 1.419E+002, 1.107E+002, 9.216E+001, 7.649E+001, 7.398E+001, 7.412E+001, 7.892E+001, 8.288E+001, 9.469E+001, 1.113E+002, 6.074E+001, 6.057E+001, 6.147E+001, 6.199E+001, 6.370E+001, 6.413E+001, 6.610E+001, 5.939E+001, 6.305E+001, 5.833E+001, 5.211E+001, 7.094E+001, 7.341E+001, 6.519E+001, 5.265E+001, 7.427E+001, 5.962E+001, 6.188E+001, 5.434E+001, 5.976E+001, 7.464E+001, 1.034E+002, 6.934E+001, 5.955E+001, 5.587E+001, 4.658E+001, 4.967E+001, 5.698E+001, 5.062E+001, 6.232E+001, 7.035E+001, 6.034E+001, 6.880E+001, 7.576E+001, 6.252E+001, 7.709E+001, 1.043E+002, 1.036E+002, 8.325E+001, 6.578E+001, 5.647E+001, 7.054E+001, 8.386E+001, 1.007E+002, 9.442E+001, 8.001E+001, 6.226E+001, 5.165E+001, 6.422E+001, 6.720E+001, 6.864E+001, 6.522E+001, 6.473E+001, 5.830E+001, 4.848E+001, 2.070E-001, 3.934E-004, 2.507E-008, 1.915E-001, 6.152E-003, 1.810E-005, 5.000E+000
 4.400E+002, 5.318E+001, 3.906E+001, 2.343E+001, 2.044E+001, 1.961E+001, 1.938E+001, 1.933E+001, 1.923E+001, 1.921E+001, 2.438E+001, 4.406E+001, 5.348E+001, 4.134E+001, 2.502E+001, 1.906E+001, 1.879E+001, 1.873E+001, 1.871E+001, 1.868E+001, 1.874E+001, 2.415E+001, 4.287E+001, 5.086E+001, 4.184E+001, 2.350E+001, 1.995E+001, 1.885E+001, 1.881E+001, 1.881E+001, 1.874E+001, 1.876E+001, 5.514E+001, 1.712E+002, 1.604E+002, 1.584E+002, 1.641E+002, 1.794E+002, 1.991E+002, 2.256E+002, 2.429E+002, 2.863E+002, 3.447E+002, 6.500E+001, 6.478E+001, 6.529E+001, 6.578E+001, 6.706E+001, 6.753E+001, 6.932E+001, 7.015E+001, 6.744E+001, 6.092E+001, 5.567E+001, 8.501E+001, 7.975E+001, 6.950E+001, 5.843E+001, 9.217E+001, 6.584E+001, 6.533E+001, 5.283E+001, 7.002E+001, 8.412E+001, 1.117E+002, 7.208E+001, 5.816E+001, 5.657E+001, 4.672E+001, 4.907E+001, 6.220E+001, 5.075E+001, 6.958E+001, 8.174E+001, 5.444E+001, 7.301E+001, 9.509E+001, 6.190E+001, 7.951E+001, 1.032E+002, 1.040E+002, 8.476E+001, 6.586E+001, 5.382E+001, 6.935E+001, 8.181E+001, 9.633E+001, 8.985E+001, 6.949E+001, 5.525E+001, 4.677E+001, 6.093E+001, 7.013E+001, 7.358E+001, 6.340E+001, 5.626E+001, 4.858E+001, 4.444E+001, 2.070E-001, 4.150E-004, 9.247E-008, 1.917E-001, 5.907E-003, 1.733E-005, 5.000E+000
 4.500E+002, 5.615E+001, 4.287E+001, 2.382E+001, 2.069E+001, 1.976E+001, 1.961E+001, 1.958E+001, 1.952E+001, 1.953E+001, 2.448E+001, 4.420E+001, 5.135E+001, 3.820E+001, 2.499E+001, 1.953E+001, 1.882E+001, 1.878E+001, 1.878E+001, 1.877E+001, 1.881E+001, 2.426E+001, 4.663E+001, 5.734E+001, 4.299E+001, 2.444E+001, 2.007E+001, 1.900E+001, 1.891E+001, 1.892E+001, 1.887E+001, 1.892E+001, 5.525E+001, 1.662E+002, 1.586E+002, 1.406E+002, 1.235E+002, 1.251E+002, 1.339E+002, 1.449E+002, 1.513E+002, 1.681E+002, 1.929E+002, 7.221E+001, 7.211E+001, 7.328E+001, 7.451E+001, 7.613E+001, 7.741E+001, 7.994E+001, 7.683E+001, 7.908E+001, 6.663E+001, 5.660E+001, 1.007E+002, 9.061E+001, 6.945E+001, 5.736E+001, 1.115E+002, 6.108E+001, 5.806E+001, 5.158E+001, 7.698E+001, 1.016E+002, 1.084E+002, 6.311E+001, 5.473E+001, 6.454E+001, 4.504E+001, 5.596E+001, 6.949E+001, 5.304E+001, 6.810E+001, 9.317E+001, 5.146E+001, 6.969E+001, 1.027E+002, 6.057E+001, 8.369E+001, 9.123E+001, 8.911E+001, 8.003E+001, 5.963E+001, 5.119E+001, 6.299E+001, 7.769E+001, 8.410E+001, 8.341E+001, 6.848E+001, 4.999E+001, 4.212E+001, 6.056E+001, 6.847E+001, 7.073E+001, 7.075E+001, 5.844E+001, 4.364E+001, 3.940E+001, 2.070E-001, 3.996E-004, 4.436E-008, 1.901E-001, 6.677E-003, 1.974E-005, 5.000E+000
 4.600E+002, 5.131E+001, 3.820E+001, 2.418E+001, 2.156E+001, 1.989E+001, 1.960E+001, 1.958E+001, 1.959E+001, 1.963E+001, 2.458E+001, 4.528E+001, 5.546E+001, 4.228E+001, 2.693E+001, 2.019E+001, 1.891E+001, 1.882E+001, 1.881E+001, 1.881E+001, 1.883E+001, 2.437E+001, 4.751E+001, 5.878E+001, 4.342E+001, 2.491E+001, 2.058E+001, 1.920E+001, 1.899E+001, 1.895E+001, 1.894E+001, 1.899E+001, 5.534E+001, 1.803E+002, 1.703E+002, 1.523E+002, 1.367E+002, 1.408E+002, 1.535E+002, 1.699E+002, 1.798E+002, 2.065E+002, 2.389E+002, 6.982E+001, 6.948E+001, 7.119E+001, 7.221E+001, 7.428E+001, 7.538E+001, 7.902E+001, 7.994E+001, 7.837E+001, 6.436E+001, 5.904E+001, 1.083E+002, 8.654E+001, 6.996E+001, 5.439E+001, 1.144E+002, 6.399E+001, 6.239E+001, 5.427E+001, 8.050E+001, 1.019E+002, 1.044E+002, 6.618E+001, 6.005E+001, 6.423E+001, 4.849E+001, 6.040E+001, 6.970E+001, 5.366E+001, 7.537E+001, 9.931E+001, 6.081E+001, 7.720E+001, 1.161E+002, 7.033E+001, 9.207E+001, 1.006E+002, 8.308E+001, 8.761E+001, 5.788E+001, 5.150E+001, 6.934E+001, 7.903E+001, 8.149E+001, 7.442E+001, 7.207E+001, 5.201E+001, 3.952E+001, 6.264E+001, 6.131E+001, 6.603E+001, 5.889E+001, 6.211E+001, 4.816E+001, 3.856E+001, 2.065E-001, 4.546E-004, 2.191E-007, 1.933E-001, 5.456E-003, 1.591E-005, 5.000E+000
 4.700E+002, 5.167E+001, 3.612E+001, 2.549E+001, 2.111E+001, 1.981E+001, 1.963E+001, 1.963E+001, 1.966E+001, 1.969E+001, 2.467E+001, 4.536E+001, 5.736E+001, 4.585E+001, 3.000E+001, 2.071E+001, 1.891E+001, 1.884E+001, 1.883E+001, 1.880E+001, 1.880E+001, 2.448E+001, 4.690E+001, 5.557E+001, 4.347E+001, 2.593E+001, 2.072E+001, 1.940E+001, 1.903E+001, 1.907E+001, 1.904E+001, 1.904E+001, 5.541E+001, 1.904E+002, 1.936E+002, 1.808E+002, 1.778E+002, 1.889E+002, 2.109E+002, 2.422E+002, 2.581E+002, 2.963E+002, 3.427E+002, 7.109E+001, 7.058E+001, 7.168E+001, 7.262E+001, 7.402E+001, 7.478E+001, 7.705E+001, 6.132E+001, 7.534E+001, 6.513E+001, 6.067E+001, 9.565E+001, 8.689E+001, 6.898E+001, 6.094E+001, 1.184E+002, 6.631E+001, 7.027E+001, 5.842E+001, 6.968E+001, 9.271E+001, 1.132E+002, 7.488E+001, 6.294E+001, 6.645E+001, 5.007E+001, 4.582E+001, 5.524E+001, 6.224E+001, 7.260E+001, 8.491E+001, 6.869E+001, 9.295E+001, 1.165E+002, 7.095E+001, 9.261E+001, 1.021E+002, 9.479E+001, 9.492E+001, 6.846E+001, 5.496E+001, 6.796E+001, 8.134E+001, 8.063E+001, 8.113E+001, 7.834E+001, 6.257E+001, 3.868E+001, 6.331E+001, 6.033E+001, 6.629E+001, 6.262E+001, 6.187E+001, 5.198E+001, 4.376E+001, 2.066E-001, 4.686E-004, 2.622E-007, 1.933E-001, 5.461E-003, 1.593E-005, 5.000E+000
 4.800E+002, 5.124E+001, 3.964E+001, 2.453E+001, 2.045E+001, 1.970E+001, 1.960E+001, 1.959E+001, 1.959E+001, 1.966E+001, 2.476E+001, 4.531E+001, 5.574E+001, 4.686E+001, 2.866E+001, 2.045E+001, 1.896E+001, 1.889E+001, 1.887E+001, 1.885E+001, 1.888E+001, 2.458E+001, 4.701E+001, 5.398E+001, 4.106E+001, 2.738E+001, 2.053E+001, 1.950E+001, 1.918E+001, 1.912E+001, 1.904E+001, 1.905E+001, 5.548E+001, 1.727E+002, 1.572E+002, 1.417E+002, 1.295E+002, 1.338E+002, 1.426E+002, 1.564E+002, 1.635E+002, 1.829E+002, 2.054E+002, 6.548E+001, 6.524E+001, 6.592E+001, 6.701E+001, 6.913E+001, 7.058E+001, 7.302E+001, 5.985E+001, 7.263E+001, 6.143E+001, 5.771E+001, 8.729E+001, 7.864E+001, 6.835E+001, 6.121E+001, 1.061E+002, 7.009E+001, 7.204E+001, 6.063E+001, 6.880E+001, 9.140E+001, 1.142E+002, 7.790E+001, 6.596E+001, 6.124E+001, 5.050E+001, 4.814E+001, 5.309E+001, 6.639E+001, 7.396E+001, 8.416E+001, 6.790E+001, 8.765E+001, 1.031E+002, 7.123E+001, 8.307E+001, 9.661E+001, 8.857E+001, 9.773E+001, 7.076E+001, 5.629E+001, 6.896E+001, 7.738E+001, 8.400E+001, 8.396E+001, 7.285E+001, 6.157E+001, 5.033E+001, 5.815E+001, 6.287E+001, 6.638E+001, 6.505E+001, 5.921E+001, 5.106E+001, 4.404E+001, 2.071E-001, 4.063E-004, 6.496E-008, 1.942E-001, 4.953E-003, 1.434E-005, 5.000E+000
 4.900E+002, 4.985E+001, 3.968E+001, 2.613E+001, 2.066E+001, 1.976E+001, 1.967E+001, 1.963E+001, 1.965E+001, 1.972E+001, 2.484E+001, 4.524E+001, 5.550E+001, 4.497E+001, 2.887E+001, 2.060E+001, 1.909E+001, 1.896E+001, 1.893E+001, 1.889E+001, 1.888E+001, 2.468E+001, 4.603E+001, 5.174E+001, 4.166E+001, 2.934E+001, 2.150E+001, 1.956E+001, 1.909E+001, 1.898E+001, 1.894E+001, 1.897E+001, 5.557E+001, 1.706E+002, 1.550E+002, 1.354E+002, 1.182E+002, 1.161E+002, 1.208E+002, 1.321E+002, 1.384E+002, 1.603E+002, 1.870E+002, 6.201E+001, 6.192E+001, 6.334E+001, 6.425E+001, 6.571E+001, 6.668E+001, 6.926E+001, 6.641E+001, 6.891E+001, 5.817E+001, 5.713E+001, 9.188E+001, 7.715E+001, 6.632E+001, 5.996E+001, 1.119E+002, 7.041E+001, 7.013E+001, 5.852E+001, 6.949E+001, 8.958E+001, 1.185E+002, 7.943E+001, 6.337E+001, 5.700E+001, 5.098E+001, 4.957E+001, 5.964E+001, 6.828E+001, 7.401E+001, 9.454E+001, 6.122E+001, 8.522E+001, 1.067E+002, 6.455E+001, 8.563E+001, 8.823E+001, 8.717E+001, 9.505E+001, 7.337E+001, 5.915E+001, 5.957E+001, 7.120E+001, 8.556E+001, 7.896E+001, 8.016E+001, 5.980E+001, 5.054E+001, 5.517E+001, 6.571E+001, 6.862E+001, 6.715E+001, 5.979E+001, 5.406E+001, 4.429E+001, 2.070E-001, 4.192E-004, 1.054E-007, 1.938E-001, 5.193E-003, 1.509E-005, 5.000E+000
 5.000E+002, 5.163E+001, 4.034E+001, 2.591E+001, 2.036E+001, 1.985E+001, 1.970E+001, 1.963E+001, 1.963E+001, 1.964E+001, 2.493E+001, 4.580E+001, 5.537E+001, 4.596E+001, 2.865E+001, 2.016E+001, 1.914E+001, 1.898E+001, 1.895E+001, 1.891E+001, 1.888E+001, 2.478E+001, 4.626E+001, 5.174E+001, 3.857E+001, 2.485E+001, 2.090E+001, 1.971E+001, 1.915E+001, 1.901E+001, 1.892E+001, 1.898E+001, 5.568E+001, 1.734E+002, 1.680E+002, 1.571E+002, 1.444E+002, 1.452E+002, 1.561E+002, 1.710E+002, 1.784E+002, 1.995E+002, 2.261E+002, 6.769E+001, 6.760E+001, 6.833E+001, 6.874E+001, 6.933E+001, 6.997E+001, 7.230E+001, 6.720E+001, 7.179E+001, 6.201E+001, 5.967E+001, 9.214E+001, 8.078E+001, 6.732E+001, 6.142E+001, 1.123E+002, 6.907E+001, 6.996E+001, 5.932E+001, 6.990E+001, 9.118E+001, 1.202E+002, 7.383E+001, 6.277E+001, 6.216E+001, 5.014E+001, 5.589E+001, 6.034E+001, 6.167E+001, 7.676E+001, 8.830E+001, 6.344E+001, 8.430E+001, 1.056E+002, 6.622E+001, 8.480E+001, 1.026E+002, 8.687E+001, 9.400E+001, 6.457E+001, 5.427E+001, 6.577E+001, 7.771E+001, 7.956E+001, 7.890E+001, 7.548E+001, 5.473E+001, 3.735E+001, 5.828E+001, 6.520E+001, 6.487E+001, 6.036E+001, 6.294E+001, 5.056E+001, 3.344E+001, 2.070E-001, 4.138E-004, 8.877E-008, 1.935E-001, 5.358E-003, 1.561E-005, 5.000E+000
 5.100E+002, 5.361E+001, 4.202E+001, 2.467E+001, 2.030E+001, 1.983E+001, 1.967E+001, 1.963E+001, 1.963E+001, 1.965E+001, 2.501E+001, 4.507E+001, 5.477E+001, 4.587E+001, 2.966E+001, 2.051E+001, 1.914E+001, 1.905E+001, 1.903E+001, 1.888E+001, 1.891E+001, 2.488E+001, 4.631E+001, 5.316E+001, 4.220E+001, 2.347E+001, 2.034E+001, 1.987E+001, 1.959E+001, 1.938E+001, 1.906E+001, 1.906E+001, 5.580E+001, 1.805E+002, 1.853E+002, 1.785E+002, 1.714E+002, 1.800E+002, 1.987E+002, 2.267E+002, 2.426E+002, 2.794E+002, 3.249E+002, 6.627E+001, 6.636E+001, 6.803E+001, 6.925E+001, 7.133E+001, 7.283E+001, 7.466E+001, 7.698E+001, 7.240E+001, 6.272E+001, 5.803E+001, 9.867E+001, 7.856E+001, 6.657E+001, 5.973E+001, 1.051E+002, 6.506E+001, 6.318E+001, 5.367E+001, 7.685E+001, 9.389E+001, 1.143E+002, 6.688E+001, 5.610E+001, 6.195E+001, 5.653E+001, 5.832E+001, 5.346E+001, 5.762E+001, 7.343E+001, 8.485E+001, 6.023E+001, 8.092E+001, 9.947E+001, 7.205E+001, 8.955E+001, 1.101E+002, 8.681E+001, 8.692E+001, 5.862E+001, 4.045E+001, 6.711E+001, 8.440E+001, 8.610E+001, 8.641E+001, 7.766E+001, 5.908E+001, 4.020E+001, 6.231E+001, 6.971E+001, 7.044E+001, 6.686E+001, 6.464E+001, 5.729E+001, 4.360E+001, 2.071E-001, 4.008E-004, 4.780E-008, 1.934E-001, 5.477E-003, 1.598E-005, 6.000E+000
 5.200E+002, 5.041E+001, 4.204E+001, 2.567E+001, 2.009E+001, 1.952E+001, 1.942E+001, 1.938E+001, 1.934E+001, 1.935E+001, 2.509E+001, 4.336E+001, 5.090E+001, 4.331E+001, 2.828E+001, 2.086E+001, 1.909E+001, 1.892E+001, 1.892E+001, 1.878E+001, 1.878E+001, 2.498E+001, 4.558E+001, 5.570E+001, 4.365E+001, 2.610E+001, 2.017E+001, 1.958E+001, 1.925E+001, 1.905E+001, 1.884E+001, 1.876E+001, 5.594E+001, 1.630E+002, 1.423E+002, 1.332E+002, 1.265E+002, 1.309E+002, 1.383E+002, 1.452E+002, 1.507E+002, 1.640E+002, 1.799E+002, 6.196E+001, 6.232E+001, 6.367E+001, 6.435E+001, 6.555E+001, 6.614E+001, 6.733E+001, 6.682E+001, 6.697E+001, 5.901E+001, 5.319E+001, 6.213E+001, 7.339E+001, 6.170E+001, 5.523E+001, 8.466E+001, 5.530E+001, 5.960E+001, 5.196E+001, 7.143E+001, 8.352E+001, 1.009E+002, 6.517E+001, 5.527E+001, 5.679E+001, 4.775E+001, 4.975E+001, 5.802E+001, 4.769E+001, 6.073E+001, 6.976E+001, 5.947E+001, 7.682E+001, 8.077E+001, 6.134E+001, 8.149E+001, 1.006E+002, 8.853E+001, 8.329E+001, 5.837E+001, 4.271E+001, 6.502E+001, 7.626E+001, 9.045E+001, 9.304E+001, 7.502E+001, 5.940E+001, 4.226E+001, 5.941E+001, 6.320E+001, 7.077E+001, 7.465E+001, 6.806E+001, 5.312E+001, 3.719E+001, 2.066E-001, 4.506E-004, 2.062E-007, 1.942E-001, 5.034E-003, 1.459E-005, 6.000E+000
 5.300E+002, 4.660E+001, 3.845E+001, 2.801E+001, 2.057E+001, 1.939E+001, 1.927E+001, 1.923E+001, 1.911E+001, 1.900E+001, 2.517E+001, 4.235E+001, 4.878E+001, 4.129E+001, 2.593E+001, 2.007E+001, 1.894E+001, 1.879E+001, 1.876E+001, 1.865E+001, 1.866E+001, 2.508E+001, 4.282E+001, 4.499E+001, 3.675E+001, 2.515E+001, 1.960E+001, 1.926E+001, 1.890E+001, 1.879E+001, 1.860E+001, 1.854E+001, 5.607E+001, 1.463E+002, 1.200E+002, 1.079E+002, 9.187E+001, 8.716E+001, 8.535E+001, 8.159E+001, 8.081E+001, 8.357E+001, 9.019E+001, 5.961E+001, 5.929E+001, 5.913E+001, 5.908E+001, 5.890E+001, 5.912E+001, 5.999E+001, 5.880E+001, 6.006E+001, 5.526E+001, 5.238E+001, 5.544E+001, 6.960E+001, 5.790E+001, 5.101E+001, 7.295E+001, 5.060E+001, 5.872E+001, 5.140E+001, 6.285E+001, 7.447E+001, 8.634E+001, 6.034E+001, 5.429E+001, 5.641E+001, 4.699E+001, 4.886E+001, 5.367E+001, 5.378E+001, 6.203E+001, 6.922E+001, 6.009E+001, 7.916E+001, 7.709E+001, 6.788E+001, 9.183E+001, 8.935E+001, 7.284E+001, 6.859E+001, 5.427E+001, 4.632E+001, 6.489E+001, 7.496E+001, 8.142E+001, 7.976E+001, 6.626E+001, 5.144E+001, 4.267E+001, 5.697E+001, 6.361E+001, 6.883E+001, 6.440E+001, 6.059E+001, 4.128E+001, 3.715E+001, 2.064E-001, 5.179E-004, 4.171E-007, 1.947E-001, 4.886E-003, 1.413E-005, 6.000E+000
